,event_name,venue,neighborhood,start_date,start_time,end_date,end_time,all_day_event,category,event_cost,purchase_req,free,show_map_link,show_map,event_description,stage_time,event_website
448,(8PM-10PM Hourly) 10 Min Spots Bert's Back Room Lounge,Bert's Back Room Lounge,WeHo/Fairfax/Beverly Hills,2020-03-14,8:00 PM,2020-03-14,10:55 PM,False,Open Mic,$8,No,True,True,True,"

Upstairs, entrance through door in between Von Dutch and ikon
Across the hall from original Bert's Back Room
Sign-up in advance at https://slotted.co/bertsbackroom
Mic runs every hour on the hour from 8PM-10PM (last 10 min. mic ends 10:55PM)
10 min.
Comic must be on time and stay for whole mic",10 min.,https://slotted.co/bertsbackroom
454,Echoes on Pico,Echoes on Pico,Koreatown/Mid-City,2020-03-14,9:00 PM,2020-03-14,10:00 PM,False,Open Mic,$5,No,True,True,True,"

includes drink
Sign-up in advance at https://slotted.co/oxo0opzu/
Starts 9PM
Ends 10PM
5 min.
All performers welcome (comedy, music, poetry, etc.)",5 min.,https://slotted.co/oxo0opzu/
0,(11AM-12PM Hourly) Improv Mic @ Fourth Wall Comedy Cafe,Fourth Wall Comedy Cafe,Hollywood/East Hollywood,2020-03-15,11:00 AM,2020-03-15,1:45 PM,False,Open Mic,$5,No,True,True,True,"For stand-up riffing and crowd work
Suggestions will be provided by fellow comics and/or pulled from a hat by host
Sign-up in advance at https://slotted.co/fwcafe
Hourly starting at 11PM (last mic ends at 12:45PM at latest)
5 min 
Comic must be on time and stay for whole mic",5 min.,https://slotted.co/fwcafe
1,Improv Mic,The Hollywood Comedy,Hollywood/East Hollywood,2020-03-15,11:00 AM,2020-03-15,12:00 PM,False,Improvised stand-up mic,$5,No,True,True,True,"includes snacks and drinks
Sign-up in advance at https://slotted.co/thehollywoodcomedy
Starts 11AM
Ends 12PM
Sets must be improvised, riffed, unprepared
5 min.
Hosted by Jiaoying Summers",5 min.,https://slotted.co/thehollywoodcomedy
53,The Springbok,The Springbok,Burbank/NoHo/Valley,2020-03-15,11:00 PM,2020-03-16,1:00 AM,False,Open Mic,,1 item,True,True,True,"

in Van Nuys Comedy Club
Sign-up 10PM
Starts 11PM
First come, first served
Hosted by Billy Batz",,
3,(12PM-1PM Hourly) Flashback Mic (in Melrose),Flashback Mic (on Melrose),WeHo/Fairfax/Beverly Hills,2020-03-15,12:00 PM,2020-03-15,2:00 PM,False,Open Mic,$5,No,True,True,True,"*entrance located in rear, look for the red door
Sign-up in advance at https://slotted.co/fbmic
Mic runs every hour on the hour from 12PM-1PM (last mic ends at 2PM)
5 min.
Must be on time",5 min.,https://slotted.co/fbmic
5,(1-2PM Hourly) Fourth Wall Comedy Cafe,Fourth Wall Comedy Cafe,Hollywood/East Hollywood,2020-03-15,1:00 PM,2020-03-15,2:45 PM,False,Open Mic,$5,No,True,True,True,"

Sign-up in advance at https://slotted.co/fwcafe
Mic runs every hour on the hour from 1PM-2PM (last hourly mic ends at 2:45PM)
5 min 
Comic must be on time and stay for whole mic",5 min.,https://slotted.co/fwcafe
6,(2PM-5PM Hourly) Therapeutic Noise (in Long Beach),Therapeutic Noise,Long Beach,2020-03-15,2:00 PM,2020-03-15,6:00 PM,False,Open Mic,$5,No,True,True,True,"

Sign-up in advance at https://slotted.co/therapeuticnoise
Mic runs every hour on the hour from 2PM-5PM (last mic ends 6PM)
5 min.
Must be on time
Must stay for whole hour
*optional feedback available",5 min.,https://slotted.co/therapeuticnoise
7,Improv Mic @ Flashback Mic (in Melrose),Flashback Mic (on Melrose),WeHo/Fairfax/Beverly Hills,2020-03-15,2:00 PM,2020-03-15,3:00 PM,False,Open Mic,$5,No,True,True,True,"

*entrance located in rear, look for the red door
Sign-up in advance at https://slotted.co/fbmic
Starts 2PM
Ends 3PM
Set must be improvised from topics from hat
5 min.
Must be on time",5 min.,https://slotted.co/fbmic
8,(3-4PM Hourly) Ladies Only @ Fourth Wall Comedy Cafe,Fourth Wall Comedy Cafe,Hollywood/East Hollywood,2020-03-15,3:00 PM,2020-03-15,4:55 PM,False,Open Mic,$5,No,True,True,True,"

Sign-up in advance at https://slotted.co/fwcafe
For female performers only
Mic runs every hour on the hour from 3PM-4PM (last hourly mic ends at 4:45PM)
5 min 
Comic must be on time and stay for whole mic 
Hosted by Caitlin Eckstein",5 min.,https://slotted.co/fwcafe
10,(3PM-6PM Hourly) Flashback Mic (in Melrose),Flashback Mic (on Melrose),WeHo/Fairfax/Beverly Hills,2020-03-15,3:00 PM,2020-03-15,7:00 PM,False,Open Mic,$5,No,True,True,True,"

*entrance located in rear, look for the red door
Sign-up in advance at https://slotted.co/fbmic
Mic runs every hour on the hour from 3PM-6PM (last mic ends at 7PM)
5 min.
Must be on time",5 min.,https://slotted.co/fbmic
12,15 Mins. Spots NoHo Fourth Wall,NoHo Fourth Wall,Burbank/NoHo/Valley,2020-03-15,3:00 PM,2020-03-15,4:45 PM,False,Open Mic,$12,No,True,True,True,"

at strip mall w/7-11, in store front w/""Farmers Insurance"" sign
Sign-up in advance at 510-604-6723 or https://slotted.co/fourthwall
Starts 3PM
Ends 4:45PM at latest
First come, first served 
15 min.
Comic must be on time and stay for whole mic 
Hosted by Travis Clyburn & Joe Manente",15 min.,https://slotted.co/fourthwall
14,Improv Mic @ NoHo Fourth Wall,NoHo Fourth Wall,Burbank/NoHo/Valley,2020-03-15,3:00 PM,2020-03-15,3:45 PM,False,Open Mic,$5,No,True,True,True,"

For stand-up riffing and crowd work
Suggestions will be provided by fellow comics and/or pulled from a hat by host
Sign-up in advance at https://slotted.co/hollywoodfourthwall
Starts 3PM 
Ends 3:45PM at latest
5 min 
Comic must be on time and stay for whole mic 
Hosted by Joe Manente",5 min.,https://slotted.co/hollywoodfourthwall
17,Improv Mic @ Koreatown Fourth Wall,Koreatown Fourth Wall,Koreatown/Mid-City,2020-03-15,4:00 PM,2020-03-15,4:45 PM,False,Open Mic,$5,No,True,True,True,"

For stand-up riffing and crowd work
Suggestions will be provided by fellow comics and/or pulled from a hat by host
Sign-up in advance at https://slotted.co/hollywoodfourthwall
Starts 4PM 
Ends 4:45PM at latest
5 min 
Comic must be on time and stay for whole mic 
Hosted by Joe Manente",5 min.,https://slotted.co/hollywoodfourthwall
18,Improv Mic @ NoHo Fourth Wall,NoHo Fourth Wall,Burbank/NoHo/Valley,2020-03-15,4:00 PM,2020-03-15,4:45 PM,False,Open Mic,$5,No,True,True,True,"

For stand-up riffing and crowd work
Suggestions will be provided by fellow comics and/or pulled from a hat by host
Sign-up in advance at https://slotted.co/fourthwall
Starts 4PM 
Ends 4:45PM at latest
5 min 
Comic must be on time and stay for whole mic 
Hosted by Joe Manente",5 min.,https://slotted.co/fourthwall
19,The Open Mic Spot,The Open Mic Spot,South LA,2020-03-15,4:30 PM,2020-03-15,6:30 PM,False,Open Mic,$5,No,True,True,True,"

Sign-up in person or in advance at https://slotted.co/openmicspot
Starts 4:30PM
Ends 6:30PM
5 min.
All performers welcome (comedy, music, poetry)

$5-5 minute 
$7-7 minute 
$10-10 minute  
$1- +1 minute 
2 FREE minutes if you repost our open mic flyers",5 min.,https://slotted.co/openmicspot
20,(5PM-10PM Hourly) Koreatown Fourth Wall,Koreatown Fourth Wall,Koreatown/Mid-City,2020-03-15,5:00 PM,2020-03-15,11:00 PM,False,Open Mic,$5,No,True,True,True,"

Sign-up in advance at https://slotted.co/hollywoodfourthwall
Mic runs every hour on the hour from 5PM-10PM (venue closes 11PM)
5 min 
Comic must be on time and stay for whole mic 
Hosted by Joe Manente",5 min.,https://slotted.co/hollywoodfourthwall
21,(5PM-10PM Hourly) NoHo Fourth Wall,NoHo Fourth Wall,Burbank/NoHo/Valley,2020-03-15,5:00 PM,2020-03-15,11:00 PM,False,Open Mic,$5,No,True,True,True,"

At strip mall w/7-11
Sign-up in advance only at 510-604-6723 or https://slotted.co/fourthwall
Mic runs every hour on the hour from 5PM-10PM (ends 11PM)
5 min 
Comic must be on time and stay for whole mic 
Hosted by Joe Manente and Travis Clyburn",5 min.,https://slotted.co/fourthwall
25,The Arsenal,The Arsenal,Westside/Santa Monica,2020-03-15,5:30 PM,2020-03-15,7:30 PM,False,Open Mic,,1 item,True,True,True,"

Sign-up 5PM
Starts 5:30PM
7-10 min. 
Hosted by Caesar Lizardo",7 min.,
26,HaHa Cafe (Patio),HaHa Cafe,Burbank/NoHo/Valley,2020-03-15,6:00 PM,2020-03-15,11:59 PM,False,Open Mic,$5,No,True,True,True,"

Starts 6PM
Ends Midnight
Lottery
$5 for 5 min.
$10 for 10 min.",5 min.,
28,Chapter One,Chapter One,Orange County,2020-03-15,6:00 PM,2020-03-15,11:59 PM,False,Open Mic,$0,No,True,True,True,"

Starts 6PM
Ends 11:59PM
4-5 min.
Sign-up in advance at anchorbarcomedy@gmail.com",4 min.,
29,HaHa Cafe,HaHa Cafe,Burbank/NoHo/Valley,2020-03-15,6:00 PM,2020-03-15,8:00 PM,False,Open Mic,$5,No,True,True,True,"

Starts 6PM
Ends 8PM
Lottery
$5 for 5 min.
$10 for 10 min.",5 min.,
36,Improv Mic @ Flashback Mic (in Melrose),Flashback Mic (on Melrose),WeHo/Fairfax/Beverly Hills,2020-03-15,7:00 PM,2020-03-15,8:00 PM,False,Open Mic,$5,No,True,True,True,"

*entrance located in rear, look for the red door
Sign-up in advance at https://slotted.co/fbmic
Starts 7PM
Ends 8PM
Set must be improvised from topics from hat
5 min.
Must be on time",5 min.,https://slotted.co/fbmic
441,The Moth ,LACMA,Koreatown/Mid-City,2020-03-15,7:30 PM,2020-03-15,9:30 PM,False,Storytelling Mic,$15,No,True,True,True,"

Storytelling only
Doors open 7PM
Starts 7:30PM sharp 
5 min. 
10 spots only 
Lottery 
On theme of ""transplant"" only 
Counts as entry into Moth Storyslam",5 min.,
38,Down and Out,Down and Out,DTLA,2020-03-15,8:00 PM,2020-03-15,10:00 PM,False,Open Mic,$0,No,True,True,True,"

Sign-up 7:30PM
Starts 8PM
First come, first served
5-7 min.
Booked spots mixed in
Hosted by Jeni Robins",5 min.,
39,(8-11PM Hourly) Fourth Wall Comedy Cafe,Fourth Wall Comedy Cafe,Hollywood/East Hollywood,2020-03-15,8:00 PM,2020-03-15,11:45 PM,False,Open Mic,$5,No,True,True,True,"

Sign-up in advance at https://slotted.co/fwcafe
Mic runs every hour on the hour from 8PM-11PM (last hourly mic ends at 11:45PM)
5 min 
Comic must be on time and stay for whole mic 
Hosted by Joe Manente",5 min.,https://slotted.co/fwcafe
41,(8PM-10PM Hourly) 10 Min Spots Koreatown Fourth Wall 2nd Stage,Koreatown Fourth Wall,Koreatown/Mid-City,2020-03-15,8:00 PM,2020-03-15,11:00 PM,False,Open Mic,$8,No,True,True,True,"

in ""The Bomb Shelter Room""
Sign-up in advance at https://slotted.co/hollywoodfourthwall
Mic runs every hour on the hour from 8PM-10PM (venue closes 11PM)
First come, first served 
10 min.
Comic must be on time and stay for whole mic
please note the rules of the mic at https://slotted.co/hollywoodfourthwall
Hosted by Bret Eby & Rob Morris",10 min.,https://slotted.co/hollywoodfourthwall
42,(8PM-10PM Hourly) 10 Min Spots NoHo Fourth Wall 2nd Stage,NoHo Fourth Wall,Burbank/NoHo/Valley,2020-03-15,8:00 PM,2020-03-15,11:00 PM,False,Open Mic,$8,No,True,True,True,"

at strip mall w/7-11, in store front w/""Farmers Insurance"" sign
Sign-up in advance at slotted.co/fourthwall or 510-604-6723 or at https://slotted.co/fourthwall
Mic runs every hour on the hour from 8PM-10PM (ends at 11PM)
First come, first served 
10 min.
Comic must be on time and stay for whole mic
please note the rules of the mic at https://slotted.co/fourthwall
Hosted by Travis Clyburn & Joe Manente",10 min.,https://slotted.co/fourthwall
43,(8PM-11PM Hourly) Flashback Mic (in Melrose),Flashback Mic (on Melrose),WeHo/Fairfax/Beverly Hills,2020-03-15,8:00 PM,2020-03-15,11:59 PM,False,Open Mic,$5,No,True,True,True,"

*entrance located in rear, look for the red door
Sign-up in advance at https://slotted.co/fbmic
Mic runs every hour on the hour from 8PM-11PM (last mic ends at 12AM)
5 min.
Must be on time",5 min.,https://slotted.co/fbmic
46,HaHa Cafe,HaHa Cafe,Burbank/NoHo/Valley,2020-03-15,8:30 PM,2020-03-15,10:30 PM,False,Open Mic,$5,No,True,True,True,"

Starts 8:30PM
Lottery
$5 for 5 min.
$10 for 10 min.",5 min.,
116,Echoes on Pico,Echoes on Pico,Koreatown/Mid-City,2020-03-16,10:00 PM,2020-03-16,11:00 PM,False,Open Mic,$5,No,True,True,True,"

includes drink
Sign-up in advance at https://slotted.co/oxo0opzu/
Starts 10PM
Ends 11PM
5 min.
All performers welcome (comedy, music, poetry, etc.)",5 min.,https://slotted.co/oxo0opzu/
117,The Truth Hollywood,The Truth Hollywood,Hollywood/East Hollywood,2020-03-16,10:00 PM,2020-03-16,11:59 PM,False,Open Mic,$10,No,True,True,True,"

Starts 10PM
Ends 12AM
First come, first served
Up to 15 min.",15 min.,
123,The North End,The North End,Hollywood/East Hollywood,2020-03-16,10:30 PM,2020-03-17,12:30 AM,False,Open Mic,,1 item,True,True,True,"

Starts 10:30PM
5 min.
Lottery",5 min.,
55,(11AM-12PM Hourly) Improv Mic @ Fourth Wall Comedy Cafe,Fourth Wall Comedy Cafe,Hollywood/East Hollywood,2020-03-16,11:00 AM,2020-03-16,1:45 PM,False,Open Mic,$5,No,True,True,True,"

For stand-up riffing and crowd work
Suggestions will be provided by fellow comics and/or pulled from a hat by host
Sign-up in advance at https://slotted.co/fwcafe
Hourly starting at 11PM (last mic ends at 12:45PM at latest)
5 min 
Comic must be on time and stay for whole mic",5 min.,https://slotted.co/fwcafe
57,(12PM-1PM Hourly) Flashback Mic (in Melrose),Flashback Mic (on Melrose),WeHo/Fairfax/Beverly Hills,2020-03-16,12:00 PM,2020-03-16,2:00 PM,False,Open Mic,$5,No,True,True,True,"

*entrance located in rear, look for the red door
Sign-up in advance at https://slotted.co/fbmic
Mic runs every hour on the hour from 12PM-1PM (last mic ends at 2PM)
5 min.
Must be on time",5 min.,https://slotted.co/fbmic
59,(1-2PM Hourly) Fourth Wall Comedy Cafe,Fourth Wall Comedy Cafe,Hollywood/East Hollywood,2020-03-16,1:00 PM,2020-03-16,2:45 PM,False,Open Mic,$5,No,True,True,True,"

Sign-up in advance at https://slotted.co/fwcafe
Mic runs every hour on the hour from 1PM-2PM (last hourly mic ends at 2:45PM)
5 min 
Comic must be on time and stay for whole mic",5 min.,https://slotted.co/fwcafe
60,Improv Mic @ Flashback Mic (in Melrose),Flashback Mic (on Melrose),WeHo/Fairfax/Beverly Hills,2020-03-16,2:00 PM,2020-03-16,3:00 PM,False,Open Mic,$5,No,True,True,True,"

*entrance located in rear, look for the red door
Sign-up in advance at https://slotted.co/fbmic
Starts 2PM
Ends 3PM
Set must be improvised from topics from hat
5 min.
Must be on time",5 min.,https://slotted.co/fbmic
62,(3PM-6PM Hourly) Flashback Mic (in Melrose),Flashback Mic (on Melrose),WeHo/Fairfax/Beverly Hills,2020-03-16,3:00 PM,2020-03-16,7:00 PM,False,Open Mic,$5,No,True,True,True,"

*entrance located in rear, look for the red door
Sign-up in advance at https://slotted.co/fbmic
Mic runs every hour on the hour from 3PM-6PM (last mic ends at 7PM)
5 min.
Must be on time",5 min.,https://slotted.co/fbmic
67,Improv Mic @ Koreatown Fourth Wall,Koreatown Fourth Wall,Koreatown/Mid-City,2020-03-16,4:00 PM,2020-03-16,4:45 PM,False,Open Mic,$5,No,True,True,True,"

For stand-up riffing and crowd work
Suggestions will be provided by fellow comics and/or pulled from a hat by host
Sign-up in advance at https://slotted.co/hollywoodfourthwall
Starts 4PM 
Ends 4:45PM at latest
5 min 
Comic must be on time and stay for whole mic 
Hosted by Joe Manente",5 min.,https://slotted.co/hollywoodfourthwall
68,(4-9PM Hourly) Therapeutic Noise (in Long Beach),Therapeutic Noise,Long Beach,2020-03-16,4:00 PM,2020-03-16,10:00 PM,False,Open Mic,$5,No,True,True,True,"

Address is 1424 E. Long Beach Blvd., Long Beach, CA
includes bottled water
Sign-up in advance at https://slotted.co/therapeuticnoise
Mic runs every hour on the hour from 4PM-9PM (last mic ends 10PM)
6 min.
Must be on time
Must stay for whole hour",6 min.,https://slotted.co/therapeuticnoise
69,Improv Mic @ NoHo Fourth Wall,NoHo Fourth Wall,Burbank/NoHo/Valley,2020-03-16,4:00 PM,2020-03-16,4:45 PM,False,Open Mic,$5,No,True,True,True,"

For stand-up riffing and crowd work
Suggestions will be provided by fellow comics and/or pulled from a hat by host
Sign-up in advance at https://slotted.co/fourthwall
Starts 4PM 
Ends 4:45PM at latest
5 min 
Comic must be on time and stay for whole mic 
Hosted by Joe Manente",5 min.,https://slotted.co/fourthwall
72,Sycamore Tavern,Sycamore Tavern,Hollywood/East Hollywood,2020-03-16,4:30 PM,2020-03-16,5:30 PM,False,Open Mic,,1 item,True,True,True,"

Starts 4:30PM
Ends 5:30PM
3 min. 
Lottery
Hosted by Justin Marchert",3 min.,
73,(5PM-10PM Hourly) Koreatown Fourth Wall,Koreatown Fourth Wall,Koreatown/Mid-City,2020-03-16,5:00 PM,2020-03-16,11:00 PM,False,Open Mic,$5,No,True,True,True,"

Sign-up in advance at https://slotted.co/hollywoodfourthwall
Mic runs every hour on the hour from 5PM-10PM (venue closes 11PM)
5 min 
Comic must be on time and stay for whole mic 
Hosted by Joe Manente",5 min.,https://slotted.co/hollywoodfourthwall
74,(5PM-10PM Hourly) NoHo Fourth Wall,NoHo Fourth Wall,Burbank/NoHo/Valley,2020-03-16,5:00 PM,2020-03-16,11:00 PM,False,Open Mic,$5,No,True,True,True,"

At strip mall w/7-11
Sign-up in advance only at 510-604-6723 or https://slotted.co/fourthwall
Mic runs every hour on the hour from 5PM-10PM (ends 11PM)
5 min 
Comic must be on time and stay for whole mic 
Hosted by Joe Manente and Travis Clyburn",5 min.,https://slotted.co/fourthwall
75,HaHa Cafe (Patio),HaHa Cafe,Burbank/NoHo/Valley,2020-03-16,6:00 PM,2020-03-16,11:59 PM,False,Open Mic,$5,No,True,True,True,"

Starts 6PM
Ends Midnight
Lottery
$5 for 5 min.
$10 for 10 min.",5 min.,
77,Anchor Bar,Anchor Bar,Orange County,2020-03-16,6:00 PM,2020-03-16,11:59 PM,False,Open Mic,$0,No,True,True,True,"

Starts 6PM
Ends 11:59PM
3 min.
Sign-up in advance at anchorbarcomedy@gmail.com",3 min.,
79,HaHa Cafe,HaHa Cafe,Burbank/NoHo/Valley,2020-03-16,6:00 PM,2020-03-16,8:00 PM,False,Open Mic,$5,No,True,True,True,"

Starts 6PM
Ends 8PM
Lottery
$5 for 5 min.
$10 for 10 min.",5 min.,
81,The Open Mic Spot,The Open Mic Spot,South LA,2020-03-16,7:00 PM,2020-03-16,10:00 PM,False,Open Mic,$5,No,True,True,True,"

Sign-up in person or in advance at https://slotted.co/openmicspot
Starts 7PM
Ends 10PM
5 min.

$5-5 minute 
$7-7 minute 
$10-10 minute  
$1- +1 minute 
2 FREE minutes if you repost our open mic flyers",5 min.,https://slotted.co/openmicspot
84,Improv Mic,The Hollywood Comedy,Hollywood/East Hollywood,2020-03-16,7:00 PM,2020-03-16,8:00 PM,False,Improvised stand-up mic,$5,No,True,True,True,"

includes snacks and drinks
Sign-up in advance at https://slotted.co/thehollywoodcomedy
Starts 7PM
Ends 8PM
Sets must be improvised, riffed, unprepared
5 min.
Hosted by Jiaoying Summers",5 min.,https://slotted.co/thehollywoodcomedy
85,Improv Mic @ Flashback Mic (in Melrose),Flashback Mic (on Melrose),WeHo/Fairfax/Beverly Hills,2020-03-16,7:00 PM,2020-03-16,8:00 PM,False,Open Mic,$5,No,True,True,True,"

*entrance located in rear, look for the red door
Sign-up in advance at https://slotted.co/fbmic
Starts 7PM
Ends 8PM
Set must be improvised from topics from hat
5 min.
Must be on time",5 min.,https://slotted.co/fbmic
96,(8-11PM Hourly) Fourth Wall Comedy Cafe,Fourth Wall Comedy Cafe,Hollywood/East Hollywood,2020-03-16,8:00 PM,2020-03-16,11:45 PM,False,Open Mic,$5,No,True,True,True,"

Sign-up in advance at https://slotted.co/fwcafe
Mic runs every hour on the hour from 8PM-11PM (last hourly mic ends at 11:45PM)
5 min 
Comic must be on time and stay for whole mic 
Hosted by Joe Manente",5 min.,https://slotted.co/fwcafe
97,(8PM-10PM Hourly) 10 Min Spots Koreatown Fourth Wall 2nd Stage,Koreatown Fourth Wall,Koreatown/Mid-City,2020-03-16,8:00 PM,2020-03-16,11:00 PM,False,Open Mic,$8,No,True,True,True,"

in ""The Bomb Shelter Room""
Sign-up in advance at https://slotted.co/hollywoodfourthwall
Mic runs every hour on the hour from 8PM-10PM (venue closes 11PM)
First come, first served 
10 min.
Comic must be on time and stay for whole mic
please note the rules of the mic at https://slotted.co/hollywoodfourthwall
Hosted by Bret Eby & Rob Morris",10 min.,https://slotted.co/hollywoodfourthwall
98,(8PM-10PM Hourly) 10 Min Spots NoHo Fourth Wall 2nd Stage,NoHo Fourth Wall,Burbank/NoHo/Valley,2020-03-16,8:00 PM,2020-03-16,11:00 PM,False,Open Mic,$8,No,True,True,True,"

at strip mall w/7-11, in store front w/""Farmers Insurance"" sign
Sign-up in advance at slotted.co/fourthwall or 510-604-6723 or at https://slotted.co/fourthwall
Mic runs every hour on the hour from 8PM-10PM (ends at 11PM)
First come, first served 
10 min.
Comic must be on time and stay for whole mic
please note the rules of the mic at https://slotted.co/fourthwall
Hosted by Travis Clyburn & Joe Manente",10 min.,https://slotted.co/fourthwall
100,(8PM-11PM Hourly) Flashback Mic (in Melrose),Flashback Mic (on Melrose),WeHo/Fairfax/Beverly Hills,2020-03-16,8:00 PM,2020-03-16,11:59 PM,False,Open Mic,$5,No,True,True,True,"

*entrance located in rear, look for the red door
Sign-up in advance at https://slotted.co/fbmic
Mic runs every hour on the hour from 8PM-11PM (last mic ends at 12AM)
5 min.
Must be on time",5 min.,https://slotted.co/fbmic
104,Echoes on Pico,Echoes on Pico,Koreatown/Mid-City,2020-03-16,8:00 PM,2020-03-16,9:00 PM,False,Open Mic,$5,No,True,True,True,"

includes drink
Sign-up in advance at https://slotted.co/oxo0opzu/
Starts 8PM
Ends 9PM
5 min.
All performers welcome (comedy, music, poetry, etc.)",5 min.,https://slotted.co/oxo0opzu/
106,HaHa Cafe,HaHa Cafe,Burbank/NoHo/Valley,2020-03-16,8:30 PM,2020-03-16,10:30 PM,False,Open Mic,$5,No,True,True,True,"

Starts 8:30PM
Lottery
$5 for 5 min.
$10 for 10 min.",5 min.,
108,Rocco's Tavern,Rocco's Tavern,Westside/Santa Monica,2020-03-16,9:00 PM,2020-03-16,11:00 PM,False,Open Mic,$5,No,True,True,True,"

Sign-up in advance at https://slotted.co/roccosrocks.
Starts 9PM
Ends 11PM
$5 for 5 min.
$10 for 10 min.
Must be on time
Must stay for entire mic
LGBTQIA+ and Female Friendly
Weekly Show Giveaways, winner chosen by bar-staff.
Hosted by: Ryan Lee, Coke",5 min.,https://slotted.co/roccosrocks
111,Echoes on Pico,Echoes on Pico,Koreatown/Mid-City,2020-03-16,9:00 PM,2020-03-16,10:00 PM,False,Open Mic,$5,No,True,True,True,"

includes drink
Sign-up in advance at https://slotted.co/oxo0opzu/
Starts 9PM
Ends 10PM
5 min.
All performers welcome (comedy, music, poetry, etc.)",5 min.,https://slotted.co/oxo0opzu/
195,Echoes on Pico,Echoes on Pico,Koreatown/Mid-City,2020-03-17,10:00 PM,2020-03-17,11:00 PM,False,Open Mic,$5,No,True,True,True,"

includes drink
Sign-up in advance at https://slotted.co/oxo0opzu/
Starts 10PM
Ends 11PM
5 min.
All performers welcome (comedy, music, poetry, etc.)",5 min.,https://slotted.co/oxo0opzu/
126,(11AM-12PM Hourly) Improv Mic @ Fourth Wall Comedy Cafe,Fourth Wall Comedy Cafe,Hollywood/East Hollywood,2020-03-17,11:00 AM,2020-03-17,1:45 PM,False,Open Mic,$5,No,True,True,True,"

For stand-up riffing and crowd work
Suggestions will be provided by fellow comics and/or pulled from a hat by host
Sign-up in advance at https://slotted.co/fwcafe
Hourly starting at 11PM (last mic ends at 12:45PM at latest)
5 min 
Comic must be on time and stay for whole mic",5 min.,https://slotted.co/fwcafe
128,(12PM-1PM Hourly) Flashback Mic (in Melrose),Flashback Mic (on Melrose),WeHo/Fairfax/Beverly Hills,2020-03-17,12:00 PM,2020-03-17,2:00 PM,False,Open Mic,$5,No,True,True,True,"

*entrance located in rear, look for the red door
Sign-up in advance at https://slotted.co/fbmic
Mic runs every hour on the hour from 12PM-1PM (last mic ends at 2PM)
5 min.
Must be on time",5 min.,https://slotted.co/fbmic
130,(1-2PM Hourly) Fourth Wall Comedy Cafe,Fourth Wall Comedy Cafe,Hollywood/East Hollywood,2020-03-17,1:00 PM,2020-03-17,2:45 PM,False,Open Mic,$5,No,True,True,True,"

Sign-up in advance at https://slotted.co/fwcafe
Mic runs every hour on the hour from 1PM-2PM (last hourly mic ends at 2:45PM)
5 min 
Comic must be on time and stay for whole mic",5 min.,https://slotted.co/fwcafe
131,Tchotchke Mic,Tchotchke Mic (Storefront in Thai Town),Hollywood/East Hollywood,2020-03-17,2:00 PM,2020-03-17,4:00 PM,False,Open Mic,,1 item,True,True,True,"

1 tchotchke min.
Starts 2PM
Ends 4PM
7 min.
Must work clean",7 min.,
132,Improv Mic @ Flashback Mic (in Melrose),Flashback Mic (on Melrose),WeHo/Fairfax/Beverly Hills,2020-03-17,2:00 PM,2020-03-17,3:00 PM,False,Open Mic,$5,No,True,True,True,"

*entrance located in rear, look for the red door
Sign-up in advance at https://slotted.co/fbmic
Starts 2PM
Ends 3PM
Set must be improvised from topics from hat
5 min.
Must be on time",5 min.,https://slotted.co/fbmic
135,(3PM-6PM Hourly) Flashback Mic (in Melrose),Flashback Mic (on Melrose),WeHo/Fairfax/Beverly Hills,2020-03-17,3:00 PM,2020-03-17,7:00 PM,False,Open Mic,$5,No,True,True,True,"

*entrance located in rear, look for the red door
Sign-up in advance at https://slotted.co/fbmic
Mic runs every hour on the hour from 3PM-6PM (last mic ends at 7PM)
5 min.
Must be on time",5 min.,https://slotted.co/fbmic
140,(4-9PM Hourly) Therapeutic Noise (in Long Beach),Therapeutic Noise,Long Beach,2020-03-17,4:00 PM,2020-03-17,10:00 PM,False,Open Mic,$5,No,True,True,True,"

Address is 1424 E. Long Beach Blvd., Long Beach, CA
includes bottled water
Sign-up in advance at https://slotted.co/therapeuticnoise
Mic runs every hour on the hour from 4PM-9PM (last mic ends 10PM)
6 min.
Must be on time
Must stay for whole hour",6 min.,https://slotted.co/therapeuticnoise
141,Improv Mic @ Koreatown Fourth Wall,Koreatown Fourth Wall,Koreatown/Mid-City,2020-03-17,4:00 PM,2020-03-17,4:45 PM,False,Open Mic,$5,No,True,True,True,"

For stand-up riffing and crowd work
Suggestions will be provided by fellow comics and/or pulled from a hat by host
Sign-up in advance at https://slotted.co/hollywoodfourthwall
Starts 4PM 
Ends 4:45PM at latest
5 min 
Comic must be on time and stay for whole mic 
Hosted by Joe Manente",5 min.,https://slotted.co/hollywoodfourthwall
142,Improv Mic @ NoHo Fourth Wall,NoHo Fourth Wall,Burbank/NoHo/Valley,2020-03-17,4:00 PM,2020-03-17,4:45 PM,False,Open Mic,$5,No,True,True,True,"

For stand-up riffing and crowd work
Suggestions will be provided by fellow comics and/or pulled from a hat by host
Sign-up in advance at https://slotted.co/fourthwall
Starts 4PM 
Ends 4:45PM at latest
5 min 
Comic must be on time and stay for whole mic 
Hosted by Joe Manente",5 min.,https://slotted.co/fourthwall
